1.000000000000000000e+00 9.430317819102311816e-01 9.310604674689556548e-01 9.643216143506565530e-01 9.321597541329919023e-01 9.011973414393066317e-01 8.587851209555171783e-01 8.609815422242066418e-01 9.559002594358676497e-01 9.537098064491671412e-01 9.531237014188324030e-01 8.869163849693028068e-01 7.852794079929229509e-01 9.199642321586138927e-01 7.734920819380632917e-01 9.220580416843153770e-01 9.747765300495306873e-01 7.766272856974922867e-01 9.366525309845579184e-01 8.487265567039223857e-01 9.575491952396733009e-01 9.249360536155435408e-01 9.423749340022407051e-01 8.105039487904134310e-01 9.602121586112323248e-01 9.433149420036440747e-01 9.343779562995230270e-01 9.299709376028971741e-01 9.153161366265304411e-01 9.432464122076260615e-01 9.658725685296896124e-01 8.072063487365290779e-01 9.671256650856870918e-01 8.009814182134360472e-01 9.111991425669662137e-01 9.600207376327957176e-01 9.310865405537940287e-01 9.657272537213443808e-01 9.261210129404865432e-01 9.654392625781325066e-01 9.123356066324702640e-01 9.347182492795342856e-01 9.401852396945088453e-01 8.736494663431018104e-01
9.430317819102311816e-01 1.000000000000000000e+00 9.301083920346108203e-01 9.422782174932161636e-01 9.484373040020031009e-01 9.089062675739572050e-01 9.215339082399933712e-01 9.191770583219344148e-01 9.203148508429803698e-01 9.749499639087317870e-01 9.473429648470791387e-01 9.286314473201281450e-01 8.957089319848615672e-01 9.185621749317921525e-01 8.065185496911660978e-01 9.384800368005479232e-01 9.587210535293256841e-01 8.659406130788923628e-01 9.425346463735106983e-01 8.929650469917352895e-01 9.334332015132664750e-01 9.654034816648364714e-01 9.522759637272842914e-01 8.550683120868757259e-01 9.522947953410737520e-01 9.321113496460183834e-01 9.522247444691110951e-01 9.471805367029766387e-01 9.407232801622738005e-01 9.605588249716571214e-01 9.304339838166425514e-01 8.946350450160933665e-01 9.470305931873587157e-01 8.904447026295851941e-01 9.248015805119775834e-01 9.301252589652130309e-01 9.626262356852280933e-01 9.347523675565366785e-01 9.658498310958970601e-01 9.491917473362245783e-01 9.408849717825714665e-01 9.665150147963567084e-01 9.390168172002186786e-01 9.211001014172702783e-01
9.310604674689556548e-01 9.301083920346108203e-01 1.000000000000000222e+00 9.152655444203107171e-01 8.827629734777500126e-01 9.519164979007068705e-01 8.995703054012917921e-01 8.847056922157651160e-01 8.905177331856803935e-01 9.299770115611596388e-01 9.226005891217200494e-01 9.088363087414883523e-01 8.021067404747105334e-01 9.213017025873171395e-01 7.800688645715354586e-01 9.634935736130575412e-01 9.272431289891305273e-01 8.622804318179193572e-01 9.169204129150926308e-01 9.352853825047935388e-01 9.450819085511761308e-01 9.498990581273873968e-01 9.490292452332079742e-01 8.869125782777975697e-01 9.421554903590988461e-01 8.910437544497807894e-01 9.418604864592394765e-01 9.676535438258582200e-01 9.099838914122191369e-01 9.333622846806572948e-01 9.043047519868575579e-01 8.104835595234934909e-01 9.414759965143297826e-01 8.753525765649773360e-01 9.803877511433134462e-01 9.241934634179680419e-01 9.574348600331821224e-01 9.163845292373563600e-01 9.309461439425215090e-01 9.078333351773578697e-01 9.045155579533474821e-01 9.184887461060010638e-01 9.516911690662911427e-01 8.957206002764577235e-01
9.643216143506565530e-01 9.422782174932161636e-01 9.152655444203107171e-01 1.000000000000000000e+00 9.275264878334107399e-01 8.693325820917134905e-01 8.728169201406991151e-01 8.692867830530386364e-01 9.591789820484124540e-01 9.439555766574134754e-01 9.641287953062429583e-01 8.980205134696476188e-01 8.158149074882171670e-01 9.286386691658722325e-01 7.457296586389309256e-01 8.948247758910312655e-01 9.622434065126880265e-01 7.856199317409057192e-01 9.347506272318077958e-01 8.260313510417088834e-01 9.489881894772947968e-01 9.343372140309021967e-01 9.325520583404197650e-01 7.875423355489320487e-01 9.593020612976792538e-01 9.391957832651559590e-01 9.347503652353955639e-01 9.286452654685840580e-01 9.137545940159281788e-01 9.529711191674001824e-01 9.596247104696752350e-01 8.483378621342357873e-01 9.550005401806394012e-01 8.065220150811720501e-01 8.908294664263676221e-01 9.625893499266334752e-01 9.320966352507746855e-01 9.735784039100472409e-01 9.426655181463513555e-01 9.667448975944205047e-01 9.298910827769762966e-01 9.316642744457213077e-01 9.166059911784036895e-01 8.628822618628786412e-01
9.321597541329919023e-01 9.484373040020031009e-01 8.827629734777500126e-01 9.275264878334107399e-01 1.000000000000000222e+00 8.390905900231526715e-01 9.077907594868155350e-01 9.128695691291118797e-01 8.787018541081191847e-01 9.374817202368210811e-01 9.325649566954420377e-01 9.185321739034838506e-01 9.000135893076151028e-01 8.521179133367136060e-01 7.994888276474669819e-01 8.936431148012586867e-01 9.384052465180989788e-01 8.330927732744297654e-01 9.538020239293100166e-01 8.377045108632782400e-01 9.039163440596075239e-01 9.178104111666582909e-01 9.318186318102216203e-01 8.182615570619160561e-01 9.116004538824901138e-01 8.914363755909011644e-01 9.041776227468186766e-01 9.073187688724403399e-01 9.422445812835500423e-01 9.256332553012640574e-01 9.149286975644145281e-01 8.909318494144613521e-01 9.336559436652569488e-01 8.545715992543059247e-01 8.778265855524964856e-01 9.061636892886248962e-01 9.102552329970996503e-01 9.011290826505347074e-01 9.372722684729316578e-01 9.604602519061159471e-01 9.470246176240446623e-01 9.465779419751227941e-01 8.744787442170275371e-01 9.145598300331757580e-01
9.011973414393066317e-01 9.089062675739572050e-01 9.519164979007068705e-01 8.693325820917134905e-01 8.390905900231526715e-01 1.000000000000000444e+00 8.908323727106596257e-01 8.589983957077504950e-01 8.638464352251641332e-01 9.114012932482914442e-01 8.962852611168056205e-01 9.005745563281126742e-01 7.746746570785870700e-01 9.097331952394871468e-01 8.290112887237528483e-01 9.685553573628123969e-01 9.085587297802159013e-01 8.460328478377366901e-01 8.943509489237582155e-01 9.642196568158114545e-01 9.208499708984521082e-01 9.289518612135774234e-01 9.340198230714040761e-01 9.032841483189111287e-01 9.236953803186359613e-01 8.728280295872525851e-01 9.427548613360896557e-01 9.292891185430423029e-01 8.716659902828167716e-01 9.080624422957380704e-01 8.810499956120579901e-01 7.761678750836287222e-01 9.287540958926129298e-01 8.920044495596121115e-01 9.594532620117974808e-01 8.759866363450010684e-01 9.421574987896990105e-01 8.899329653805641005e-01 9.088571160810604566e-01 8.658940880212430136e-01 8.705705314785023852e-01 9.068502540187139971e-01 9.751783037776693419e-01 8.946563006115516581e-01
8.587851209555171783e-01 9.215339082399933712e-01 8.995703054012917921e-01 8.728169201406991151e-01 9.077907594868155350e-01 8.908323727106596257e-01 1.000000000000000222e+00 9.451673267120277444e-01 7.999017411938197375e-01 8.885801863116787880e-01 9.033890206162551451e-01 9.415116415742890155e-01 9.278423056522335788e-01 8.637824659414423678e-01 8.406699712961823723e-01 9.256990066385155647e-01 8.792274310857852715e-01 9.205462496909463388e-01 9.264347217397226331e-01 9.199069224011060530e-01 8.892938762602690117e-01 9.331600874198985318e-01 9.318641315286747551e-01 9.109439668470952212e-01 8.973373420937299505e-01 8.312442226467665618e-01 8.956348370033724304e-01 9.161082512010897405e-01 9.277264229196520162e-01 9.239559866962213652e-01 8.230821061015937135e-01 9.203348475416048835e-01 8.964239118582184584e-01 9.559970740783301224e-01 9.141839709077921317e-01 8.494429539279788610e-01 9.325250119133161597e-01 8.472447153550476395e-01 9.463554890237454442e-01 8.896435188836617769e-01 9.334094641090807665e-01 9.299792688396602003e-01 8.856635117434763504e-01 9.305844602961609313e-01
8.609815422242066418e-01 9.191770583219344148e-01 8.847056922157651160e-01 8.692867830530386364e-01 9.128695691291118797e-01 8.589983957077504950e-01 9.451673267120277444e-01 9.999999999999998890e-01 7.889541389487104706e-01 8.923620881904359425e-01 8.977425237170688632e-01 9.287939139372000108e-01 9.294311900913778679e-01 8.448539051047175841e-01 8.430046055021507279e-01 9.161186407451692437e-01 8.736106294690246798e-01 9.183175624681105820e-01 9.275534062198803609e-01 8.856526660964976205e-01 8.645876553067952663e-01 9.161504835935692093e-01 9.353363544846766686e-01 8.648082073175960005e-01 8.772719340747948680e-01 8.451385879157080616e-01 8.717865978017177442e-01 9.061240419934820656e-01 9.452020098006003179e-01 9.050213926993339042e-01 8.364782291645336265e-01 9.071310452756229381e-01 8.870111095862708295e-01 9.272004347930139501e-01 9.020147924020873731e-01 8.616047359833891583e-01 9.150146690291407481e-01 8.454559486008941249e-01 9.419552015674519385e-01 9.010324031813198298e-01 9.173526188664832270e-01 9.349385300768836560e-01 8.642083338520252234e-01 9.411745457060991527e-01
9.559002594358676497e-01 9.203148508429803698e-01 8.905177331856803935e-01 9.591789820484124540e-01 8.787018541081191847e-01 8.638464352251641332e-01 7.999017411938197375e-01 7.889541389487104706e-01 1.000000000000000000e+00 9.325887313057598105e-01 9.168909913321374727e-01 8.242934149123590792e-01 7.397437265886498414e-01 9.030783391140023708e-01 6.673850198435540282e-01 8.693515514722289783e-01 9.499987170750849863e-01 6.988152580144146864e-01 8.701582507714338277e-01 7.895275604014337922e-01 9.319704008752369706e-01 9.042255520708463168e-01 8.896369082991929522e-01 7.316839027581869548e-01 9.452284422726011659e-01 9.624863854052239098e-01 9.296258732383233525e-01 8.881311763930401781e-01 8.525776703373662002e-01 9.164922322806078325e-01 9.472305893061868654e-01 7.676780752299554589e-01 9.301230178689414707e-01 7.376524782971756178e-01 8.502541446116133050e-01 9.454252287582523007e-01 9.053862438139572699e-01 9.720464503063398487e-01 8.981156574959905381e-01 9.308571595758612371e-01 8.640604804615880097e-01 8.888177293288558323e-01 9.204167497467856673e-01 7.935678424906108530e-01
9.537098064491671412e-01 9.749499639087317870e-01 9.299770115611596388e-01 9.439555766574134754e-01 9.374817202368210811e-01 9.114012932482914442e-01 8.885801863116787880e-01 8.923620881904359425e-01 9.325887313057598105e-01 1.000000000000000000e+00 9.457807177850811042e-01 9.000690057894321638e-01 8.344962253077787828e-01 9.121175139127402076e-01 7.873268426070850756e-01 9.349239422445068115e-01 9.665460522298638946e-01 8.169193866181818642e-01 9.395748219306789828e-01 8.758713089410414820e-01 9.425457897633401361e-01 9.494007884553029575e-01 9.523106993109584639e-01 8.310699040960911610e-01 9.568335925537492237e-01 9.348072796484289126e-01 9.548385111393321578e-01 9.259020337951139323e-01 9.164197533378101168e-01 9.497610958205762177e-01 9.543816164061782459e-01 8.336773731527461484e-01 9.601410060974159277e-01 8.381913546801256221e-01 9.162374260773944457e-01 9.452666938276446107e-01 9.503353126686905350e-01 9.447868619709685056e-01 9.521099873674905290e-01 9.484562032439626256e-01 9.131717581189032762e-01 9.546323229385476061e-01 9.434764627981608864e-01 9.054587761013443981e-01
